Permit_Number,Date_of_Submission,Date_of_Permit_Issuance,Completed_Date,Expiration_Date,Permit_Name,Work_Type,Primary_Work_Scope,Permit_Status,Civic_ID,Civic_Number,Street_Name,Community,PID,Type_of_Structure,Work_Description,Active_Parcel,District
"DEVONLY-2022-08837","2022-06-21 12:00:00",,"2023-12-29 12:00:00",,"Development Only Permit","Residential","Home Occupation","Withdrawn",166381,57,"THERESA MCNEIL GRV","HALIFAX","41409111","Dwelling - Single Detached","We are opening cake decorating classes for kids and adults. Each class will be 3 to 4 hours long, depending on the style. After each class, People can bring the cake they decorated home to enjoy. The class will be 7-10 people.","Y","District 10"
"DEVONLY-2022-09228","2022-06-28 12:00:00","2022-07-19 12:00:00","2022-07-19 12:00:00","2023-07-19 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",50853,2,"EMPRESS CRT","DARTMOUTH","40283210","Accessory Structure","8x12 shed","Y","District 05"
"DEVONLY-2022-09751","2022-07-12 12:00:00","2022-08-31 12:00:00","2022-08-31 12:00:00","2023-08-31 12:00:00","Development Only Permit","Non Residential","New Building","Completed",145771,2069,"HAMMONDS PLAINS RD","HAMMONDS PLAINS","41480138","Commercial","10,000 sqft commercial building, Dog daycare (6500sqft) Feeds & Needs (3500sqft)
the Dog day care is part of an existing development agreement","Y","District 14"
"DEVONLY-2022-10300","2022-07-29 12:00:00","2022-08-02 12:00:00","2022-08-02 12:00:00","2023-08-02 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",171206,455,"JOHN GRANT BACK RD","MEAGHERS GRANT","40882268","Accessory Structure","8 x 12 accessory building (shed) to existing cottage on adjacent parcel","Y","District 01"
"DEVONLY-2022-10804","2022-08-05 12:00:00","2022-08-26 12:00:00","2022-08-26 12:00:00","2023-08-26 12:00:00","Development Only Permit","Residential","New Building","Completed",,,,,"40846404","Dwelling - Single Detached","Construction of new house","Y","District 16"
"DEVONLY-2022-11467","2022-08-19 12:00:00","2023-02-09 12:00:00","2023-02-09 12:00:00","2024-02-09 12:00:00","Development Only Permit","Non Residential","New Building","Completed",,,,,"40698359","Commercial","Site Plan Approval Application for a Four-Storey, Special Care Facility in the Bedford West Business Campus Zone, Western Parkway, Bedford, Nova Scotia.","Y","District 16"
"DEVONLY-2022-11969","2022-09-02 12:00:00",,"2024-01-16 12:00:00",,"Development Only Permit","Residential","New Building","Withdrawn",167862,863,"YOUNG AVE","HALIFAX","41457045","Dwelling - Multiple Units","Please see Supplemental Documentation for notes as to the nature of this application. This is an application as part of a due diligence process for a prospective property purchase, associated with subdivision and development on multiple resulting lots.","Y","District 07"
"DEVONLY-2022-12373","2022-09-12 12:00:00","2022-09-29 12:00:00","2022-09-29 12:00:00","2023-09-29 12:00:00","Development Only Permit","Residential","Home Occupation","Completed",95837,64,"LOCKVIEW RD","FALL RIVER","40687857","Dwelling - Single Detached","Home occupation for aesthetic service.","Y","District 01"
"DEVONLY-2022-12965","2022-09-27 12:00:00","2022-10-06 12:00:00","2022-10-06 12:00:00","2023-10-06 12:00:00","Development Only Permit","Residential","Home Occupation","Completed",123173,173,"HONEYSUCKLE RD","MIDDLE SACKVILLE","40851552","Dwelling - Single Detached","Home-based business - Digital Content.","Y","District 14"
"DEVONLY-2022-13455","2022-10-19 12:00:00","2022-11-03 12:00:00","2022-11-03 12:00:00","2023-11-03 12:00:00","Development Only Permit","Residential","New Building","Completed",35283,328,"BEAVER BANK RD","BEAVER BANK","41052960","Dwelling - Multiple Units","Re-application of Development Only Permit for 328 Beaver Bank Road. Previous permit number:  DEVONLY-2022-05511.","N","District 14"
"DEVONLY-2022-14051","2022-10-25 12:00:00","2022-10-31 12:00:00","2022-10-31 12:00:00","2023-10-31 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",9919,41,"BEECHWOOD TERR","HALIFAX","00305714","Accessory Structure","9x16 shed","Y","District 12"
"DEVONLY-2022-14512","2022-11-08 12:00:00","2022-11-15 12:00:00","2022-11-15 12:00:00","2023-11-15 12:00:00","Development Only Permit","Non Residential","Renovation","Completed",82802,640,"FRANCKLYN ST","HALIFAX","41119801","Institutional and Governmental","Replace existing stairs with stairs and access ramp","Y","District 07"
"DEVONLY-2022-14855","2022-11-22 12:00:00","2022-12-08 12:00:00","2022-12-08 12:00:00","2023-12-08 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",123772,50,"SUMMER FIELD WAY","DARTMOUTH","41058900","Accessory Structure","Replace existing 8x8 garden shed with 8x14 shed","Y","District 03"
"DEVONLY-2022-15455","2022-12-07 12:00:00","2022-12-29 12:00:00","2022-12-29 12:00:00","2023-12-29 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",82675,5976,"CAMPBELL DR","HALIFAX","00051706","Accessory Structure","8x8 shed","Y","District 07"
"DEVONLY-2023-00169","2023-01-08 12:00:00","2023-01-18 12:00:00","2023-01-18 12:00:00","2024-01-18 12:00:00","Development Only Permit","Residential","Addition","Completed",69720,2715,"DUBLIN ST","HALIFAX","00123216","Dwelling - Single Detached","Renovate existing single detached dwelling, including attic enlargement, and build new single storey backyard suite.","Y","District 09"
"DEVONLY-2023-00678","2023-06-01 12:00:00","2023-06-08 12:00:00","2023-06-08 12:00:00","2024-06-08 12:00:00","Development Only Permit","Residential","Home Occupation","Completed",101729,148,"MYRA RD","PORTERS LAKE","40361784","Dwelling - Single Detached","Home occupancy - home spa","Y","District 02"
"DEVONLY-2023-01148","2023-02-06 12:00:00","2023-03-22 12:00:00","2023-03-22 12:00:00","2024-03-22 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",105492,178,"CRANEHILL RD","EAST PRESTON","00472092","Accessory Structure","place a 215 square foot shed next to our house.","Y","District 04"
"DEVONLY-2023-02151","2023-03-01 12:00:00","2023-09-29 12:00:00","2024-09-16 12:00:00","2024-09-29 12:00:00","Development Only Permit","Residential","Renovation","Completed",13915,7960,"ST MARGARETS BAY RD","INGRAMPORT","40731614","Commercial","Commercial short term rental","Y","District 13"
"DEVONLY-2023-03417","2023-03-28 12:00:00","2023-03-31 12:00:00","2023-03-31 12:00:00","2024-03-31 12:00:00","Development Only Permit","Residential","Home Occupation","Completed",172050,21,"JANDA CRES","TANTALLON","41156043","Dwelling - Single Detached","Using the basement for storage of goods for business purpose","Y","District 13"
"DEVONLY-2023-04010","2023-04-09 12:00:00",,,,"Development Only Permit","Non Residential","Accessory Structure","Application Incomplete",48753,46,"STRATH LANE","DARTMOUTH","00178277","Accessory Structure","Shed/Workshop 8 x 16 with electrical and insulation","Y","District 06"
"GP-2021-01132","2021-01-23 12:00:00","2021-02-04 12:00:00","2021-02-04 12:00:00","2022-02-04 12:00:00","Development Only Permit","Residential","Basic & Land Use Only","Completed",50136,58,"KINGSTON CRES","DARTMOUTH","40174138","Residential","We will be building an accessory building(storage shed)","Y","District 05"
"DEVONLY-2023-15162","2023-11-20 12:00:00","2023-11-22 12:00:00","2023-11-22 12:00:00","2024-11-22 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",2875,50,"MEADOWBROOK DR","BEDFORD","00435719","Accessory Structure","12x17'10' shed","Y","District 16"
"DEVONLY-2022-09993","2022-07-17 12:00:00",,,,"Development Only Permit","Residential","New Building","Applicant Revisions",,,,,"00081687","Dwelling - Multiple Units","'Rosedale Building'","N","Unidentified"
"DEVONLY-2024-13592","2024-09-17 12:00:00","2024-10-01 12:00:00","2024-10-25 12:00:00","2025-10-01 12:00:00","Development Only Permit","Residential","Short Term Rental","Completed",69850,7059,"ABBOTT DR","HALIFAX","00205096","Dwelling - Single Detached","Short Term Bedroom Rental","Y","District 09"
"DEVONLY-2021-19366","2021-12-01 12:00:00","2021-12-24 12:00:00","2021-12-24 12:00:00","2022-12-24 12:00:00","Development Only Permit","Non Residential","Accessory Structure","Completed",164892,168,"HARGROVE LANE","WHITES LAKE","41403965","Accessory Structure","build a 12' x 12' shed 
roof is 4-12 pitch","Y","District 13"
"DEVONLY-2023-03958","2023-04-06 12:00:00",,,,"Development Only Permit","Not Associated to a Building","Alteration to Land Use","Applicant Revisions",169154,1153,"COW BAY RD","COW BAY","41453937","Not Associated to a Building","Life story park (memorial park, no structures)","Y","District 03"
"DEVONLY-2024-11286","2024-08-19 12:00:00","2024-10-08 12:00:00","2024-10-08 12:00:00","2025-10-08 12:00:00","Development Only Permit","Residential","New Building","Completed",70619,352,"PLEASANT ST","DARTMOUTH","00247965","Mixed Use - Residential & Other Use(s)","7 Storey MU Residential Building (34 Units).","Y","District 05"
"DEVONLY-2024-16872","2024-11-07 12:00:00","2024-11-15 12:00:00","2024-11-15 12:00:00","2025-11-15 12:00:00","Development Only Permit","Residential","Short Term Rental","Completed",20581,8933,"ST MARGARETS BAY RD","QUEENSLAND","41432543","Dwelling - Multiple Units","Short Term Rental - 2 bedrooms","Y","District 13"
"DEVONLY-2021-12644","2021-07-07 12:00:00","2021-07-30 12:00:00","2021-07-30 12:00:00","2022-07-30 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",142115,50,"HAWKINS DR","HUBLEY","41149303","Accessory Structure","10x12 shed","Y","District 13"
"DEVONLY-2022-04485","2022-04-03 12:00:00","2022-04-11 12:00:00","2022-04-11 12:00:00","2023-04-11 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",163086,14,"POONAM CRT","DARTMOUTH","41354937","Accessory Structure","The placement of a prebuilt shed (Old Hickory Buildings Halifax) on my lot.  The shed is 12 feet x 10 feet, single slope roof (pitch 3/12), front H 100 inches rear H 76 inches. The shed will be supported by  4 each Pro Post foundations.","Y","District 06"
"DEVONLY-2022-14257","2022-11-01 12:00:00","2022-11-09 12:00:00","2022-11-09 12:00:00","2023-11-09 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",76289,1660,"VERNON ST","HALIFAX","00143891","Accessory Structure","small 2.2M x 2.2M x 2.2M sauna/office back left corner of oversized lot","Y","District 07"
"DEVONLY-2023-08732","2023-07-05 12:00:00",,,,"Development Only Permit","Non Residential","New Building","Applicant Revisions",,,,,"40364895","Agriculture","Landscaping storage building","Y","District 01"
"DEVONLY-2024-05225","2024-04-29 12:00:00","2024-12-05 12:00:00","2024-12-05 12:00:00","2025-12-05 12:00:00","Development Only Permit","Residential","New Building","Completed",173096,706,"BROOKSIDE RD","BROOKSIDE","00650242","Dwelling - Single Detached","Change in use of existing SUD to BYS","Y","District 13"
"DEVONLY-2024-12504","2024-09-11 12:00:00","2024-09-18 12:00:00","2024-10-23 12:00:00","2025-09-18 12:00:00","Development Only Permit","Residential","Short Term Rental","Completed",102981,95,"PONDEROSA DR","LAKE ECHO","40185597","Dwelling - Single Detached","Short Term Bedroom Rental","Y","District 02"
"DEVONLY-2024-14738","2024-09-28 12:00:00",,,,"Development Only Permit","Residential","New Building","Applicant Revisions",87472,472,"HERRING COVE RD","HALIFAX","00319798","Dwelling - Multiple Units","construction of a new multi residential building","Y","District 11"
"DEVONLY-2025-01827","2025-02-12 12:00:00","2025-02-14 12:00:00","2025-02-14 12:00:00","2026-02-14 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",174230,276,"BAILEE DR","TANTALLON","41506221","Accessory Structure","Would like to build a shed 3.2m x 6.09m","Y","District 13"
"DEVONLY-2021-10834","2021-06-08 12:00:00","2021-08-25 12:00:00","2021-08-25 12:00:00","2022-08-25 12:00:00","Development Only Permit","Non Residential","Renovation","Completed",76508,2016,"QUINN ST","HALIFAX","00030064","Mixed Use - Residential & Other Use(s)","This is an application for a development only- no work is being applied for to be done now. This application is for a development only permit to allow the existing commercial tenant Patterson Law to extend its current ground floor and second floor (back residential unit) use to the second floor existing front residential unit at 6835 Quinpool Road. A DP was issued (Permit GP-2021-05811) May 2021 for development of the residential unit at 2026 Quinn street by Patterson Law.","Y","District 09"
"DEVONLY-2021-14272","2021-08-09 12:00:00","2021-08-23 12:00:00","2021-08-23 12:00:00","2022-08-23 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",134488,206,"IRISWEG DR","BROOKSIDE","41159146","Accessory Structure","Building for storage of water toys. -- 1 storey","Y","District 13"
"DEVONLY-2021-17661","2021-10-20 12:00:00","2021-12-13 12:00:00","2021-12-13 12:00:00","2022-12-13 12:00:00","Development Only Permit","Residential","New Building","Completed",,,,,"41466160","Dwelling - Multiple Units","We are applying for a Development Permit for PID 00374652 and 41466160 on 1490 Main Road, Eastern Passage. This development is under an existing Development Agreement with Lookout Investments Limited, document numbers 110431997 “Original Agreement” and 114160832 “First Amending Agreement”. The proposed design is in conformance with the Development Agreement.","Y","District 03"
"DEVONLY-2022-00385","2022-01-11 12:00:00","2022-02-18 12:00:00","2022-02-18 12:00:00","2023-02-18 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",171274,7943,"MOOSE RIVER RD","LONG LAKE","41469172","Accessory Structure","This is a 2.4m x 2.4m utility building surrounding an 80m drilled well, there is no existing residence as of yet, The front property line faces Moose River RD. the structure is 7.8m from the front property line, 230m from the Back Property Line, 64m From Left Property Line, 18m From Right Property Line.","Y","District 01"
"DEVONLY-2022-03298","2022-03-11 12:00:00","2022-03-25 12:00:00","2022-03-25 12:00:00","2023-03-25 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",114717,78,"CLERMONT CRES","COLE HARBOUR","40145823","Accessory Structure","chicken coop 8'x4'","Y","District 04"
"DEVONLY-2022-05941","2022-04-29 12:00:00","2022-06-10 12:00:00","2022-06-10 12:00:00","2023-06-10 12:00:00","Development Only Permit","Non Residential","Renovation","Completed",139875,37,"LOGIEALMOND CL","DARTMOUTH","41244179","Commercial","We will be creating a fenced in patio at the front of the building located in Dartmouth Crossing.  HRM sidewalks will not be affected. The patio will be on the property on and not in a right of way","Y","District 06"
"DEVONLY-2022-09066","2022-06-24 12:00:00","2022-07-14 12:00:00","2022-07-14 12:00:00","2023-07-14 12:00:00","Development Only Permit","Residential","Accessory Structure","Completed",144716,36,"RIVERWOOD DR","TIMBERLEA","41243973","Accessory Structure","Construct shed","Y","District 12"
"DEVONLY-2022-11147","2023-08-21 12:00:00","2023-08-21 12:00:00","2023-08-21 12:00:00","2024-08-21 12:00:00","Development Only Permit","Non Residential","Accessory Structure","Completed",,,,,"00427963","Accessory Structure","Boat House","Y","District 02"
